path,scope,collection,field,feeds,reuse_class,bertel_source,transform,mapping_status,review_status,implementation,evidence,notes
object.GmapLatitude,object,,GmapLatitude,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_location.latitude,decimal_string,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Canonical regional serializer
object.GmapLongitude,object,,GmapLongitude,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_location.longitude,decimal_string,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Canonical regional serializer
object.Groupeaccepte,object,,Groupeaccepte,decouverte,feed_specific,object_group_policy,policy_exists,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Canonical regional serializer
object.IdentifiantSoubik,object,,IdentifiantSoubik,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
object.Lieudit,object,,Lieudit,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
object.Lieudit.ThesCode,object,,Lieudit.ThesCode,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
object.Lieudit.ThesID,object,,Lieudit.ThesID,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
object.Lieudit.ThesLibelle,object,,Lieudit.ThesLibelle,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_location.lieu_dit,thesaurus_shape,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Canonical location
object.Lieudit.ThesOrdre,object,,Lieudit.ThesOrdre,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
object.Lieudit.ThesPicto,object,,Lieudit.ThesPicto,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
object.Menuenfant,object,,Menuenfant,restauration,feed_specific,object_menu,public_child_menu_exists,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Canonical regional serializer
object.Nometablissement,object,,Nometablissement,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object.name,direct,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Canonical regional serializer
object.ObjectTypeFix,object,,ObjectTypeFix,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,ref_interop_value_crosswalk.target_external_id,profile_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Canonical regional serializer
object.ObjectTypeName,object,,ObjectTypeName,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,ref_interop_value_crosswalk.target_label,profile_crosswalk,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Canonical regional serializer
object.Ouvertdimanchesoir,object,,Ouvertdimanchesoir,restauration,feed_specific,opening_*,sunday_frame_after_18h,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Canonical regional serializer
object.Published,object,,Published,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object.published_at | object.updated_at,iso_datetime,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Canonical regional serializer
object.RaisonSociale,object,,RaisonSociale,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_private,excluded,excluded,not_exported,field-union.json,Bertel legal type is non-public
object.Receptiongroupe,object,,Receptiongroupe,restauration,feed_specific,object_group_policy,policy_exists,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Canonical regional serializer
object.SIRET,object,,SIRET,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_legal.value,active_public_siret,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Canonical regional serializer
object.Surreservation,object,,Surreservation,loisir_plein_air|restauration|transport,shared,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
object.SyndicObjectID,object,,SyndicObjectID,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension.external_id,profile_scoped_target_identity,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Omitted until the CRT assigns or confirms the identifier; never synthesized from the Bertel UUID
object.SyndicObjectName,object,,SyndicObjectName,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object.name,direct,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Canonical regional serializer
object.SyndicObjectOrder,object,,SyndicObjectOrder,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,Ordering/pictogram metadata
object.SyndicStructureId,object,,SyndicStructureId,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
object.TIS_TRACKING_LISTING_OFFRE,object,,TIS_TRACKING_LISTING_OFFRE,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,"Tourinsoft tracking, not business data"
object.TIS_TRACKING_OFFRE,object,,TIS_TRACKING_OFFRE,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,,excluded_auxiliary,excluded,excluded,not_exported,field-union.json,"Tourinsoft tracking, not business data"
object.Updated,object,,Updated,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object.updated_at,iso_datetime,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Canonical regional serializer
PeriodeOuvertures.Datedebut,relation,PeriodeOuvertures,Datedebut,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,opening_period + opening_schedule + opening_time_*,flatten_weekday_slots,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Two stable slots per weekday
PeriodeOuvertures.Datefin,relation,PeriodeOuvertures,Datefin,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,opening_period + opening_schedule + opening_time_*,flatten_weekday_slots,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Two stable slots per weekday
PeriodeOuvertures.dimancheheuredebut1,relation,PeriodeOuvertures,dimancheheuredebut1,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,opening_period + opening_schedule + opening_time_*,flatten_weekday_slots,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Two stable slots per weekday
PeriodeOuvertures.dimancheheuredebut2,relation,PeriodeOuvertures,dimancheheuredebut2,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,opening_period + opening_schedule + opening_time_*,flatten_weekday_slots,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Two stable slots per weekday
PeriodeOuvertures.dimancheheurefin1,relation,PeriodeOuvertures,dimancheheurefin1,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,opening_period + opening_schedule + opening_time_*,flatten_weekday_slots,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Two stable slots per weekday
PeriodeOuvertures.dimancheheurefin2,relation,PeriodeOuvertures,dimancheheurefin2,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,opening_period + opening_schedule + opening_time_*,flatten_weekday_slots,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Two stable slots per weekday
PeriodeOuvertures.heuredebut1,relation,PeriodeOuvertures,heuredebut1,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
PeriodeOuvertures.heuredebut2,relation,PeriodeOuvertures,heuredebut2,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
PeriodeOuvertures.heurefin1,relation,PeriodeOuvertures,heurefin1,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
PeriodeOuvertures.heurefin2,relation,PeriodeOuvertures,heurefin2,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension.data,profile_scoped_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,No approved canonical Bertel mapping yet; preserved without loss when supplied by the CRT connector
PeriodeOuvertures.ID,relation,PeriodeOuvertures,ID,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,object_interop_extension,target_identity_roundtrip,pending_crt,pending_crt,public.object_interop_extension,field-union.json,CRT must confirm identifiers required on write
PeriodeOuvertures.jeudiheuredebut1,relation,PeriodeOuvertures,jeudiheuredebut1,decouverte|hebergement|information_service|loisir_plein_air|restauration|transport,all_feeds,opening_period + opening_schedule + opening_time_*,flatten_weekday_slots,approved,approved,api.tourinsoft_reunion_regional_documents,field-union.json,Two stable slots per weekday
